Threshold,Sensitivity,Specificity,PPV,NPV,F1_Score,Balanced_Accuracy,Youden_Index,True_Positive,False_Positive,True_Negative,False_Negative,Model,AUROC
0.5,0.487964989059081,0.8811030741410488,0.4588477366255144,0.8928080622995878,0.4729586426299046,0.6845340316000649,0.36906806320012975,446,526,3898,468,Gaussian Naive Bayes,0.7872658979665322
0.55,0.47155361050328226,0.8872061482820977,0.46344086021505376,0.890426497277677,0.46746203904555317,0.67937987939269,0.3587597587853799,431,499,3925,483,Gaussian Naive Bayes,0.7872658979665322
0.6000000000000001,0.45842450765864334,0.895117540687161,0.47451868629671573,0.8888888888888888,0.46633277685030605,0.6767710241729021,0.35354204834580427,419,464,3960,495,Gaussian Naive Bayes,0.7872658979665322
0.6500000000000001,0.4420131291028446,0.9025768535262206,0.48383233532934133,0.8867421718854097,0.461978273299028,0.6722949913145326,0.34458998262906526,404,431,3993,510,Gaussian Naive Bayes,0.7872658979665322
0.7000000000000001,0.42560175054704596,0.9102622061482821,0.494910941475827,0.8846660808435852,0.4576470588235294,0.667931978347664,0.3358639566953281,389,397,4027,525,Gaussian Naive Bayes,0.7872658979665322
0.7500000000000001,0.4059080962800875,0.9179475587703436,0.5054495912806539,0.8820590790616855,0.4502427184466019,0.6619278275252156,0.32385565505043123,371,363,4061,543,Gaussian Naive Bayes,0.7872658979665322
0.8,0.38293216630196936,0.9285714285714286,0.5255255255255256,0.8792808219178082,0.44303797468354433,0.655751797436699,0.31150359487339796,350,316,4108,564,Gaussian Naive Bayes,0.7872658979665322
0.8500000000000001,0.34463894967177244,0.9362567811934901,0.5276381909547738,0.8736553469732125,0.4169424222369292,0.6404478654326313,0.28089573086526265,315,282,4142,599,Gaussian Naive Bayes,0.7872658979665322
0.9000000000000001,0.3096280087527352,0.9448462929475587,0.5370018975332068,0.8688422365412596,0.3927827897293546,0.627237150850147,0.25447430170029395,283,244,4180,631,Gaussian Naive Bayes,0.7872658979665322
0.05,1.0,0.0,0.1712251779692769,0.0,0.2923864363403711,0.5,0.0,914,4424,0,0,Complement Naive Bayes,0.7345031675246615
0.1,1.0,0.0,0.1712251779692769,0.0,0.2923864363403711,0.5,0.0,914,4424,0,0,Complement Naive Bayes,0.7345031675246615
0.15000000000000002,1.0,0.0,0.1712251779692769,0.0,0.2923864363403711,0.5,0.0,914,4424,0,0,Complement Naive Bayes,0.7345031675246615
0.2,1.0,0.0,0.1712251779692769,0.0,0.2923864363403711,0.5,0.0,914,4424,0,0,Complement Naive Bayes,0.7345031675246615
0.25,1.0,0.0,0.1712251779692769,0.0,0.2923864363403711,0.5,0.0,914,4424,0,0,Complement Naive Bayes,0.7345031675246615
0.3,1.0,0.0,0.1712251779692769,0.0,0.2923864363403711,0.5,0.0,914,4424,0,0,Complement Naive Bayes,0.7345031675246615
0.35000000000000003,1.0,0.0,0.1712251779692769,0.0,0.2923864363403711,0.5,0.0,914,4424,0,0,Complement Naive Bayes,0.7345031675246615
0.4,1.0,0.0,0.1712251779692769,0.0,0.2923864363403711,0.5,0.0,914,4424,0,0,Complement Naive Bayes,0.7345031675246615
0.45,1.0,0.0,0.1712251779692769,0.0,0.2923864363403711,0.5,0.0,914,4424,0,0,Complement Naive Bayes,0.7345031675246615
0.5,1.0,0.003616636528028933,0.17173994738819992,1.0,0.2931366260423348,0.5018083182640145,0.003616636528029016,914,4408,16,0,Complement Naive Bayes,0.7345031675246615
0.55,0.0,0.9997739602169982,0.0,0.8287427393666854,0.0,0.4998869801084991,-0.00022603978300184124,0,1,4423,914,Complement Naive Bayes,0.7345031675246615
0.6000000000000001,0.0,1.0,0.0,0.8287748220307232,0.0,0.5,0.0,0,0,4424,914,Complement Naive Bayes,0.7345031675246615
0.6500000000000001,0.0,1.0,0.0,0.8287748220307232,0.0,0.5,0.0,0,0,4424,914,Complement Naive Bayes,0.7345031675246615
0.7000000000000001,0.0,1.0,0.0,0.8287748220307232,0.0,0.5,0.0,0,0,4424,914,Complement Naive Bayes,0.7345031675246615
0.7500000000000001,0.0,1.0,0.0,0.8287748220307232,0.0,0.5,0.0,0,0,4424,914,Complement Naive Bayes,0.7345031675246615
0.8,0.0,1.0,0.0,0.8287748220307232,0.0,0.5,0.0,0,0,4424,914,Complement Naive Bayes,0.7345031675246615
0.8500000000000001,0.0,1.0,0.0,0.8287748220307232,0.0,0.5,0.0,0,0,4424,914,Complement Naive Bayes,0.7345031675246615
0.9000000000000001,0.0,1.0,0.0,0.8287748220307232,0.0,0.5,0.0,0,0,4424,914,Complement Naive Bayes,0.7345031675246615
